"publication_year per year","contributors.contributorType: Descending",Count
536454000000,Producer,13
536454000000,DataCurator,12
536454000000,Researcher,7
536454000000,Funder,2
536454000000,RegistrationAuthority,1
567990000000,HostingInstitution,3124
567990000000,DataManager,2197
567990000000,DataCollector,1753
567990000000,Other,890
567990000000,RelatedPerson,345
567990000000,Editor,292
567990000000,Sponsor,261
567990000000,RightsHolder,113
567990000000,ContactPerson,87
567990000000,Supervisor,85
567990000000,Distributor,72
567990000000,ResearchGroup,20
567990000000,Producer,18
567990000000,DataCurator,15
567990000000,Funder,6
567990000000,Researcher,6
599612400000,HostingInstitution,3371
599612400000,DataManager,2190
599612400000,DataCollector,1343
599612400000,Other,967
599612400000,RelatedPerson,405
599612400000,Editor,316
599612400000,Sponsor,151
599612400000,Supervisor,98
599612400000,ContactPerson,95
599612400000,Distributor,78
599612400000,RightsHolder,78
599612400000,DataCurator,31
599612400000,ResearchGroup,15
599612400000,Producer,7
599612400000,Researcher,5
599612400000,ProjectLeader,1
599612400000,ProjectManager,1
631148400000,HostingInstitution,3120
631148400000,DataCollector,3075
631148400000,DataManager,2220
631148400000,Other,651
631148400000,RelatedPerson,453
631148400000,Editor,318
631148400000,Sponsor,210
631148400000,ContactPerson,112
631148400000,Supervisor,85
631148400000,Distributor,80
631148400000,RightsHolder,71
631148400000,ResearchGroup,32
631148400000,DataCurator,27
631148400000,Researcher,6
631148400000,Producer,4
631148400000,ProjectLeader,4
631148400000,WorkPackageLeader,4
631148400000,ProjectMember,3
631148400000,Funder,1
662684400000,HostingInstitution,3763
662684400000,DataCollector,3114
662684400000,DataManager,2493
662684400000,Other,841
662684400000,RelatedPerson,406
662684400000,Editor,349
662684400000,Sponsor,180
662684400000,ContactPerson,97
662684400000,Distributor,97
662684400000,RightsHolder,97
662684400000,Supervisor,93
662684400000,DataCurator,45
662684400000,Producer,35
662684400000,ResearchGroup,26
662684400000,Researcher,4
662684400000,RegistrationAuthority,2
694220400000,DataCollector,4327
694220400000,HostingInstitution,3966
694220400000,DataManager,2714
694220400000,Other,899
694220400000,RelatedPerson,434
694220400000,Editor,359
694220400000,Sponsor,300
694220400000,Distributor,101
694220400000,Supervisor,100
694220400000,RightsHolder,94
694220400000,ContactPerson,92
694220400000,Producer,40
694220400000,DataCurator,37
694220400000,ResearchGroup,25
694220400000,Researcher,10
694220400000,RegistrationAuthority,1
725842800000,HostingInstitution,3589
725842800000,DataManager,2874
725842800000,DataCollector,2577
725842800000,Other,1003
725842800000,RelatedPerson,491
725842800000,Editor,389
725842800000,Sponsor,353
725842800000,ContactPerson,138
725842800000,Supervisor,125
725842800000,Distributor,101
725842800000,Producer,88
725842800000,DataCurator,64
725842800000,RightsHolder,37
725842800000,ResearchGroup,33
725842800000,Researcher,11
725842800000,Funder,5
757378800000,HostingInstitution,5050
757378800000,DataManager,3178
757378800000,DataCollector,2742
757378800000,Other,978
757378800000,RelatedPerson,574
757378800000,Editor,376
757378800000,Sponsor,358
757378800000,ContactPerson,205
757378800000,Supervisor,129
757378800000,Distributor,128
757378800000,RightsHolder,61
757378800000,ResearchGroup,30
757378800000,DataCurator,22
757378800000,Producer,22
757378800000,Researcher,17
757378800000,Funder,1
757378800000,ProjectLeader,1
757378800000,ProjectManager,1
757378800000,ProjectMember,1
757378800000,RegistrationAuthority,1
788914800000,HostingInstitution,4242
788914800000,DataManager,3198
788914800000,DataCollector,2388
788914800000,Other,941
788914800000,RelatedPerson,511
788914800000,Editor,336
788914800000,Sponsor,267
788914800000,ContactPerson,243
788914800000,Supervisor,154
788914800000,Distributor,106
788914800000,DataCurator,77
788914800000,Producer,59
788914800000,RightsHolder,38
788914800000,ResearchGroup,27
788914800000,Researcher,22
788914800000,RegistrationAuthority,1
820450800000,HostingInstitution,4176
820450800000,DataManager,2875
820450800000,DataCollector,2199
820450800000,Other,944
820450800000,RelatedPerson,609
820450800000,Sponsor,392
820450800000,Editor,352
820450800000,ContactPerson,234
820450800000,Supervisor,154
820450800000,RightsHolder,125
820450800000,Distributor,111
820450800000,DataCurator,83
820450800000,Researcher,40
820450800000,Producer,34
820450800000,ResearchGroup,27
820450800000,ProjectLeader,7
820450800000,ProjectMember,4
820450800000,RegistrationAuthority,2
820450800000,WorkPackageLeader,2
820450800000,Funder,1
820450800000,ProjectManager,1
852073200000,HostingInstitution,4532
852073200000,DataManager,3056
852073200000,DataCollector,2336
852073200000,Other,915
852073200000,RelatedPerson,519
852073200000,Sponsor,487
852073200000,Editor,362
852073200000,ContactPerson,241
852073200000,Supervisor,161
852073200000,RightsHolder,111
852073200000,Distributor,91
852073200000,Researcher,83
852073200000,DataCurator,80
852073200000,ResearchGroup,64
852073200000,Producer,34
852073200000,ProjectLeader,10
852073200000,ProjectMember,3
852073200000,Funder,1
852073200000,ProjectManager,1
852073200000,WorkPackageLeader,1
883609200000,HostingInstitution,4848
883609200000,DataManager,3370
883609200000,DataCollector,2029
883609200000,Other,999
883609200000,RelatedPerson,685
883609200000,Editor,360
883609200000,Sponsor,349
883609200000,ContactPerson,276
883609200000,Supervisor,182
883609200000,DataCurator,128
883609200000,RightsHolder,93
883609200000,Distributor,86
883609200000,Researcher,85
883609200000,ResearchGroup,69
883609200000,Producer,42
883609200000,ProjectLeader,3
883609200000,ProjectManager,1
883609200000,ProjectMember,1
883609200000,WorkPackageLeader,1
915145200000,DataCollector,9432
915145200000,HostingInstitution,5353
915145200000,DataManager,4299
915145200000,Other,1104
915145200000,RelatedPerson,661
915145200000,Editor,353
915145200000,Sponsor,353
915145200000,ContactPerson,276
915145200000,Supervisor,256
915145200000,Distributor,108
915145200000,ResearchGroup,89
915145200000,Researcher,86
915145200000,RightsHolder,64
915145200000,DataCurator,38
915145200000,Producer,29
915145200000,ProjectLeader,4
915145200000,ProjectMember,4
915145200000,WorkPackageLeader,4
946681200000,HostingInstitution,6590
946681200000,DataManager,5016
946681200000,DataCollector,3063
946681200000,Other,1083
946681200000,RelatedPerson,799
946681200000,Editor,519
946681200000,Distributor,506
946681200000,RightsHolder,448
946681200000,ContactPerson,431
946681200000,Sponsor,394
946681200000,RegistrationAgency,386
946681200000,Supervisor,287
946681200000,ResearchGroup,143
946681200000,Researcher,110
946681200000,DataCurator,45
946681200000,Producer,37
946681200000,ProjectLeader,9
946681200000,WorkPackageLeader,5
978303600000,HostingInstitution,13544
978303600000,DataManager,9359
978303600000,DataCollector,1824
978303600000,RightsHolder,1276
978303600000,Distributor,1199
978303600000,RegistrationAgency,1123
978303600000,Other,1065
978303600000,RelatedPerson,884
978303600000,Editor,746
978303600000,ContactPerson,420
978303600000,Supervisor,373
978303600000,Sponsor,228
978303600000,ResearchGroup,148
978303600000,Researcher,107
978303600000,Producer,44
978303600000,DataCurator,39
978303600000,ProjectLeader,2
978303600000,RegistrationAuthority,1
1009839600000,HostingInstitution,8771
1009839600000,DataManager,7081
1009839600000,DataCollector,2299
1009839600000,Other,1597
1009839600000,RightsHolder,1132
1009839600000,Distributor,1113
1009839600000,RelatedPerson,1030
1009839600000,RegistrationAgency,1027
1009839600000,ContactPerson,842
1009839600000,Editor,570
1009839600000,Sponsor,523
1009839600000,Supervisor,349
1009839600000,ResearchGroup,184
1009839600000,DataCurator,140
1009839600000,Researcher,122
1009839600000,Producer,17
1009839600000,ProjectLeader,12
1009839600000,ProjectMember,4
1009839600000,WorkPackageLeader,2
1009839600000,Funder,1
1009839600000,ProjectManager,1
1041375600000,HostingInstitution,11943
1041375600000,DataManager,8462
1041375600000,DataCollector,2874
1041375600000,Other,2389
1041375600000,RelatedPerson,1470
1041375600000,Distributor,1315
1041375600000,RightsHolder,1292
1041375600000,ContactPerson,1251
1041375600000,RegistrationAgency,1169
1041375600000,Editor,892
1041375600000,Supervisor,461
1041375600000,Sponsor,451
1041375600000,ResearchGroup,212
1041375600000,DataCurator,142
1041375600000,Researcher,90
1041375600000,Producer,25
1041375600000,ProjectLeader,19
1041375600000,WorkPackageLeader,6
1041375600000,ProjectMember,5
1041375600000,Funder,2
1072911600000,HostingInstitution,13709
1072911600000,DataManager,11996
1072911600000,DataCollector,9354
1072911600000,Other,3971
1072911600000,ContactPerson,3470
1072911600000,RelatedPerson,2011
1072911600000,Distributor,1345
1072911600000,RightsHolder,1235
1072911600000,RegistrationAgency,1179
1072911600000,Supervisor,914
1072911600000,Editor,882
1072911600000,DataCurator,880
1072911600000,Sponsor,369
1072911600000,ResearchGroup,229
1072911600000,ProjectLeader,109
1072911600000,Researcher,78
1072911600000,Producer,15
1072911600000,WorkPackageLeader,5
1072911600000,ProjectMember,3
1072911600000,Funder,2
1072911600000,RegistrationAuthority,1
1104534000000,HostingInstitution,21266
1104534000000,DataManager,11785
1104534000000,DataCollector,4987
1104534000000,ContactPerson,3647
1104534000000,Other,3325
1104534000000,RelatedPerson,1927
1104534000000,Supervisor,1416
1104534000000,Editor,1226
1104534000000,Distributor,1164
1104534000000,RightsHolder,1107
1104534000000,RegistrationAgency,1024
1104534000000,Sponsor,410
1104534000000,Researcher,388
1104534000000,DataCurator,306
1104534000000,ResearchGroup,265
1104534000000,ProjectLeader,167
1104534000000,Producer,26
1104534000000,WorkPackageLeader,15
1104534000000,ProjectMember,11
1104534000000,Funder,6
1104534000000,ProjectManager,1
1136070000000,HostingInstitution,53947
1136070000000,DataManager,12517
1136070000000,DataCollector,7460
1136070000000,ContactPerson,3943
1136070000000,Other,3595
1136070000000,RelatedPerson,2341
1136070000000,Editor,1571
1136070000000,Supervisor,1422
1136070000000,Distributor,1245
1136070000000,RightsHolder,1210
1136070000000,RegistrationAgency,1123
1136070000000,Sponsor,606
1136070000000,Researcher,592
1136070000000,DataCurator,466
1136070000000,ProjectLeader,382
1136070000000,ResearchGroup,208
1136070000000,Producer,40
1136070000000,Funder,12
1136070000000,ProjectMember,3
1136070000000,ProjectManager,2
1136070000000,WorkPackageLeader,1
1167606000000,HostingInstitution,68011
1167606000000,DataManager,13242
1167606000000,Other,5983
1167606000000,DataCollector,5494
1167606000000,ContactPerson,4003
1167606000000,RelatedPerson,3297
1167606000000,Producer,2744
1167606000000,Distributor,1885
1167606000000,Supervisor,1618
1167606000000,Editor,1426
1167606000000,RightsHolder,1384
1167606000000,RegistrationAgency,1268
1167606000000,ProjectLeader,1196
1167606000000,Researcher,1142
1167606000000,DataCurator,648
1167606000000,Sponsor,509
1167606000000,ResearchGroup,304
1167606000000,Funder,21
1167606000000,ProjectMember,7
1167606000000,WorkPackageLeader,6
1167606000000,ProjectManager,2
1167606000000,RegistrationAuthority,1
1199142000000,HostingInstitution,28839
1199142000000,DataManager,14209
1199142000000,DataCollector,9164
1199142000000,ContactPerson,4237
1199142000000,Other,4022
1199142000000,RelatedPerson,3475
1199142000000,Researcher,3009
1199142000000,Producer,2464
1199142000000,Supervisor,1946
1199142000000,Editor,1606
1199142000000,Distributor,1449
1199142000000,RightsHolder,1360
1199142000000,RegistrationAgency,1314
1199142000000,Sponsor,751
1199142000000,DataCurator,547
1199142000000,ResearchGroup,438
1199142000000,ProjectLeader,380
1199142000000,ProjectMember,23
1199142000000,Funder,16
1199142000000,WorkPackageLeader,3
1230764400000,HostingInstitution,32987
1230764400000,DataManager,16148
1230764400000,Other,9355
1230764400000,DataCollector,8269
1230764400000,ProjectLeader,7633
1230764400000,DataCurator,7559
1230764400000,Editor,6588
1230764400000,RelatedPerson,4536
1230764400000,Researcher,4168
1230764400000,ContactPerson,4012
1230764400000,Producer,2152
1230764400000,Supervisor,2097
1230764400000,RightsHolder,1389
1230764400000,Distributor,1357
1230764400000,RegistrationAgency,1256
1230764400000,Sponsor,1110
1230764400000,ResearchGroup,293
1230764400000,ProjectMember,34
1230764400000,Funder,16
1230764400000,WorkPackageLeader,4
1230764400000,ProjectManager,1
1230764400000,RegistrationAuthority,1
1262300400000,HostingInstitution,38346
1262300400000,DataManager,20713
1262300400000,Other,13667
1262300400000,ContactPerson,12746
1262300400000,Researcher,10651
1262300400000,Editor,7751
1262300400000,DataCollector,7613
1262300400000,RelatedPerson,5131
1262300400000,DataCurator,4671
1262300400000,Producer,3931
1262300400000,ProjectLeader,3863
1262300400000,RightsHolder,2707
1262300400000,Supervisor,2405
1262300400000,Distributor,1595
1262300400000,RegistrationAgency,1466
1262300400000,Sponsor,1174
1262300400000,ResearchGroup,284
1262300400000,ProjectMember,55
1262300400000,Funder,19
1262300400000,WorkPackageLeader,4
1262300400000,ProjectManager,2
1293836400000,HostingInstitution,29410
1293836400000,DataManager,21975
1293836400000,ContactPerson,13650
1293836400000,Researcher,10094
1293836400000,DataCollector,9392
1293836400000,Other,9153
1293836400000,Editor,7629
1293836400000,RelatedPerson,6925
1293836400000,Producer,5747
1293836400000,DataCurator,3479
1293836400000,ProjectLeader,3105
1293836400000,Supervisor,2635
1293836400000,Distributor,2130
1293836400000,RightsHolder,2017
1293836400000,RegistrationAgency,1204
1293836400000,Sponsor,1102
1293836400000,ResearchGroup,157
1293836400000,ProjectMember,90
1293836400000,Funder,52
1293836400000,WorkPackageLeader,11
1293836400000,ProjectManager,7
1293836400000,RegistrationAuthority,1
1325372400000,HostingInstitution,40481
1325372400000,DataManager,22941
1325372400000,ContactPerson,11626
1325372400000,Researcher,10743
1325372400000,DataCollector,9256
1325372400000,Other,8629
1325372400000,Producer,7506
1325372400000,Editor,7312
1325372400000,RelatedPerson,7121
1325372400000,DataCurator,6543
1325372400000,ProjectLeader,6327
1325372400000,Supervisor,3304
1325372400000,RightsHolder,1699
1325372400000,Distributor,1466
1325372400000,Sponsor,1340
1325372400000,RegistrationAgency,1217
1325372400000,ResearchGroup,438
1325372400000,ProjectMember,93
1325372400000,Funder,33
1325372400000,WorkPackageLeader,8
1325372400000,ProjectManager,5
1325372400000,RegistrationAuthority,2
1356994800000,DataCollector,60828
1356994800000,DataManager,36657
1356994800000,HostingInstitution,31879
1356994800000,Distributor,24635
1356994800000,ContactPerson,21359
1356994800000,Other,10440
1356994800000,Researcher,10232
1356994800000,Editor,9139
1356994800000,RelatedPerson,6767
1356994800000,Producer,4840
1356994800000,DataCurator,4528
1356994800000,ProjectLeader,4207
1356994800000,Supervisor,3971
1356994800000,Sponsor,2974
1356994800000,RightsHolder,2189
1356994800000,RegistrationAgency,1136
1356994800000,Funder,778
1356994800000,ResearchGroup,514
1356994800000,ProjectMember,124
1356994800000,ProjectManager,6
1356994800000,WorkPackageLeader,6
1388530800000,DataCollector,367531
1388530800000,Distributor,342015
1388530800000,Researcher,159034
1388530800000,HostingInstitution,43026
1388530800000,DataManager,36020
1388530800000,Editor,16431
1388530800000,Other,15029
1388530800000,ResearchGroup,14207
1388530800000,ContactPerson,10111
1388530800000,RelatedPerson,7840
1388530800000,Producer,5794
1388530800000,Supervisor,4739
1388530800000,ProjectLeader,4225
1388530800000,DataCurator,3016
1388530800000,RightsHolder,1971
1388530800000,Sponsor,1311
1388530800000,RegistrationAgency,1156
1388530800000,Funder,87
1388530800000,ProjectMember,74
1388530800000,ProjectManager,12
1388530800000,WorkPackageLeader,12
1388530800000,RegistrationAuthority,1
1420066800000,ContactPerson,498972
1420066800000,Editor,55740
1420066800000,HostingInstitution,51835
1420066800000,DataManager,46289
1420066800000,Researcher,22639
1420066800000,Other,16495
1420066800000,ProjectLeader,10291
1420066800000,DataCollector,8739
1420066800000,RelatedPerson,6194
1420066800000,Supervisor,5030
1420066800000,Producer,4701
1420066800000,DataCurator,2693
1420066800000,Sponsor,2680
1420066800000,RightsHolder,2508
1420066800000,Distributor,1519
1420066800000,RegistrationAgency,995
1420066800000,ResearchGroup,779
1420066800000,Funder,319
1420066800000,ProjectMember,161
1420066800000,ProjectManager,53
1420066800000,WorkPackageLeader,8
1451602800000,DataCollector,113656
1451602800000,HostingInstitution,55395
1451602800000,DataManager,42600
1451602800000,Editor,26816
1451602800000,Other,17756
1451602800000,ContactPerson,12419
1451602800000,Researcher,11288
1451602800000,RelatedPerson,8258
1451602800000,DataCurator,6123
1451602800000,Supervisor,5726
1451602800000,ProjectLeader,5433
1451602800000,Producer,5289
1451602800000,ResearchGroup,5205
1451602800000,RightsHolder,2668
1451602800000,Sponsor,1743
1451602800000,Distributor,1526
1451602800000,RegistrationAgency,1025
1451602800000,Funder,333
1451602800000,ProjectMember,179
1451602800000,ProjectManager,46
1451602800000,WorkPackageLeader,13
1451602800000,RegistrationAuthority,1
1483225200000,Other,805229
1483225200000,Funder,179122
1483225200000,DataCollector,54989
1483225200000,HostingInstitution,54217
1483225200000,DataManager,45407
1483225200000,Editor,19700
1483225200000,ContactPerson,16545
1483225200000,Researcher,16198
1483225200000,ProjectLeader,10455
1483225200000,DataCurator,10043
1483225200000,RelatedPerson,9705
1483225200000,Supervisor,6488
1483225200000,Producer,4250
1483225200000,ResearchGroup,2774
1483225200000,RightsHolder,2561
1483225200000,Distributor,1964
1483225200000,Sponsor,1394
1483225200000,RegistrationAgency,1223
1483225200000,ProjectMember,173
1483225200000,WorkPackageLeader,61
1483225200000,ProjectManager,37
1514761200000,ContactPerson,359814
1514761200000,Other,312522
1514761200000,ResearchGroup,126656
1514761200000,HostingInstitution,71991
1514761200000,DataManager,52663
1514761200000,Researcher,29636
1514761200000,DataCollector,15037
1514761200000,Editor,13539
1514761200000,DataCurator,12599
1514761200000,RelatedPerson,11537
1514761200000,Supervisor,7937
1514761200000,Producer,7697
1514761200000,Distributor,5089
1514761200000,ProjectLeader,3411
1514761200000,RightsHolder,3258
1514761200000,Sponsor,1565
1514761200000,RegistrationAgency,1494
1514761200000,ProjectMember,305
1514761200000,WorkPackageLeader,150
1514761200000,Funder,110
1514761200000,ProjectManager,80
1514761200000,RegistrationAuthority,3
1546297200000,ContactPerson,260140
1546297200000,DataManager,153059
1546297200000,Other,121052
1546297200000,HostingInstitution,57516
1546297200000,DataCollector,37997
1546297200000,Researcher,37817
1546297200000,DataCurator,34547
1546297200000,Editor,32349
1546297200000,ProjectLeader,28750
1546297200000,Producer,19129
1546297200000,Distributor,16039
1546297200000,ResearchGroup,13290
1546297200000,RelatedPerson,12854
1546297200000,Supervisor,9320
1546297200000,RightsHolder,4452
1546297200000,Sponsor,2081
1546297200000,RegistrationAgency,1631
1546297200000,ProjectMember,311
1546297200000,ProjectManager,200
1546297200000,Funder,170
1546297200000,WorkPackageLeader,21
1546297200000,RegistrationAuthority,3
1577833200000,ContactPerson,304197
1577833200000,HostingInstitution,222739
1577833200000,RegistrationAuthority,156118
1577833200000,Other,125918
1577833200000,ResearchGroup,114744
1577833200000,Producer,95400
1577833200000,DataManager,65063
1577833200000,Researcher,31353
1577833200000,Distributor,21647
1577833200000,RelatedPerson,14278
1577833200000,DataCurator,12253
1577833200000,Editor,10263
1577833200000,Supervisor,9749
1577833200000,ProjectLeader,8695
1577833200000,DataCollector,7440
1577833200000,RightsHolder,3299
1577833200000,RegistrationAgency,1454
1577833200000,Sponsor,1277
1577833200000,ProjectMember,415
1577833200000,Funder,176
1577833200000,ProjectManager,172
1577833200000,WorkPackageLeader,30
1609455600000,ContactPerson,1950294
1609455600000,Other,115090
1609455600000,ProjectMember,95784
1609455600000,HostingInstitution,71326
1609455600000,DataManager,69609
1609455600000,Distributor,49109
1609455600000,Producer,46538
1609455600000,RegistrationAuthority,41385
1609455600000,Researcher,37533
1609455600000,RelatedPerson,17768
1609455600000,DataCurator,13383
1609455600000,Editor,9787
1609455600000,Supervisor,9684
1609455600000,DataCollector,8010
1609455600000,ProjectLeader,6643
1609455600000,RightsHolder,4483
1609455600000,Sponsor,1751
1609455600000,RegistrationAgency,1635
1609455600000,ResearchGroup,1236
1609455600000,ProjectManager,410
1609455600000,Funder,174
1609455600000,WorkPackageLeader,39
1640991600000,ContactPerson,417149
1640991600000,Producer,103667
1640991600000,Other,80502
1640991600000,HostingInstitution,51077
1640991600000,DataManager,27563
1640991600000,ProjectMember,26161
1640991600000,Distributor,23144
1640991600000,RelatedPerson,17893
1640991600000,Researcher,15973
1640991600000,DataCurator,15596
1640991600000,RegistrationAuthority,11367
1640991600000,RightsHolder,5679
1640991600000,Supervisor,5086
1640991600000,Editor,4027
1640991600000,DataCollector,3590
1640991600000,ProjectLeader,2733
1640991600000,Sponsor,1431
1640991600000,RegistrationAgency,1172
1640991600000,ProjectManager,572
1640991600000,ResearchGroup,546
1640991600000,Funder,55
1640991600000,WorkPackageLeader,38
1672527600000,DataCollector,752
1672527600000,HostingInstitution,702
1672527600000,DataManager,699
1672527600000,RightsHolder,605
1672527600000,Distributor,588
1672527600000,RegistrationAgency,583
1672527600000,Other,384
1672527600000,Editor,106
1672527600000,RelatedPerson,88
1672527600000,ContactPerson,25
1672527600000,Supervisor,20
1672527600000,ProjectLeader,6
1672527600000,DataCurator,5
1672527600000,Researcher,5
1672527600000,ProjectMember,4
1672527600000,Sponsor,4
1672527600000,ResearchGroup,1
1704063600000,DataCollector,841
1704063600000,Other,71
1704063600000,HostingInstitution,33
1704063600000,DataManager,32
1704063600000,RelatedPerson,29
1704063600000,ContactPerson,24
1704063600000,Supervisor,18
1704063600000,RightsHolder,12
1704063600000,DataCurator,9
1704063600000,ProjectLeader,9
1704063600000,ProjectMember,9
1704063600000,Sponsor,2
1704063600000,Distributor,1
1704063600000,Researcher,1
1735686000000,DataCollector,801
1735686000000,ContactPerson,26
1735686000000,Other,24
1735686000000,Supervisor,4
1767222000000,Other,9
1767222000000,ContactPerson,7
1767222000000,DataCollector,7
1767222000000,Supervisor,3
1767222000000,RightsHolder,1
1798758000000,DataCollector,22
1798758000000,Other,2
1798758000000,Supervisor,2
1798758000000,ContactPerson,1
1830294000000,ContactPerson,7
1830294000000,DataCollector,5
1830294000000,Other,4
1861916400000,ContactPerson,7
1861916400000,DataCollector,7
1861916400000,Funder,1
1861916400000,Other,1
