"registered","publisher",Count
1546297200000,"__other__",119041
1577833200000,"Leibniz Institute of Plant Genetics and Crop Plant Research (IPK) Gatersleben",200122
1577833200000,"Harvard Dataverse",150374
1577833200000,"Architekturmuseum der Technischen Universität Berlin",145773
1577833200000,DataverseNO,72130
1577833200000,"LBNL Materials Project; Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)",71763
1577833200000,PARADISEC,37435
1577833200000,"DANS Data Station Archaeology",26921
1577833200000,"Atlas Of Living Australia",18439
1577833200000,"Embrapa Arroz e Feijão",16893
1577833200000,Mendeley,16226
1577833200000,"Suceava Genebank",15529
1577833200000,"Apollo - University of Cambridge Repository",15289
1577833200000,"Ludwig-Maximilians-Universität München",14847
1577833200000,"International Center for Biosaline Agriculture",14524
1577833200000,"Roper Center for Public Opinion Research",9957
1577833200000,"Chandra X-ray Center/SAO",8464
1577833200000,"University of Thessaly",8060
1577833200000,"Dipartimento di scienze Agrarie Alimentari e Ambientali, Università Politecnica delle Marche",7967
1577833200000,"International Crop Research Institute for the Semi-Arid Tropics",7724
1577833200000,BindingDB,6281
1577833200000,"Portail Data INRAE",5642
1577833200000,"Universitätsbibliothek Braunschweig",4782
1577833200000,"Barcode of Life Data Systems",4691
1577833200000,"Johannes Gutenberg-Universität Mainz",4405
1577833200000,"Johns Hopkins University Data Archive",4212
1577833200000,"The University of Texas at Austin",4167
1577833200000,"Санкт-Петербургский политехнический университет Петра Великого",4095
1577833200000,"German Medical Science GMS Publishing House",4056
1577833200000,"Griffith University",4013
1577833200000,"Plazi.org taxonomic treatments database",3932
1577833200000,"Temple University. Libraries",3825
1577833200000,"PANGAEA - Data Publisher for Earth & Environmental Science",3809
1577833200000,"Qualitative Data Repository",3787
1577833200000,"Laboratoire de langues et civilisations à tradition orale",3605
1577833200000,"Columbia University",3307
1577833200000,"openforestdata.pl",3183
1577833200000,"National Technological University of Athens",3007
1577833200000,"University of Canterbury",2994
1577833200000,"Редакция журнала Экономика и предпринимательство",2818
1577833200000,"Philippine Rice Research Institute",2779
1577833200000,"Archaeology Data Service",2677
1577833200000,heiDATA,2633
1577833200000,"JACoW Publishing, Geneva, Switzerland",2584
1577833200000,"Imperial College London",2532
1577833200000,AUSSDA,2518
1577833200000,"European Congress of Radiology",2451
1577833200000,"International Potato Center",2418
1577833200000,"Centre de recherches linguistiques sur l'Asie orientale",2382
1577833200000,"chemotion.net",2382
1577833200000,"Genetic Resources Unit, ICRAF",2368
1577833200000,"__other__",188183
1609455600000,"UNITE Community",1676400
1609455600000,"Open Science Framework",95072
1609455600000,"NAKALA - https://nakala.fr (Huma-Num - CNRS)",77337
1609455600000,"Atlas Of Living Australia",45161
1609455600000,"GEUS Dataverse",36329
1609455600000,"Harvard Dataverse",23040
1609455600000,Mendeley,19868
1609455600000,"openforestdata.pl",19760
1609455600000,"SADC Plant Genetic Resources Centre",19339
1609455600000,"Chandra X-ray Center/SAO",17469
1609455600000,"DANS Data Station Archaeology",16721
1609455600000,"Apollo - University of Cambridge Repository",16543
1609455600000,DataverseNO,13806
1609455600000,"Embrapa Arroz e Feijão",11020
1609455600000,"Göttingen Research Online / Data",10497
1609455600000,"Trinity College Dublin, the University of Dublin",10234
1609455600000,"TU Wien",9813
1609455600000,"Portail Data INRAE",8673
1609455600000,"Leibniz Institute of Plant Genetics and Crop Plant Research (IPK) Gatersleben",8336
1609455600000,PARADISEC,7164
1609455600000,"International Crop Research Institute for the Semi-Arid Tropics",6973
1609455600000,"Universitäts- und Landesbibliothek Sachsen-Anhalt",6826
1609455600000,"Barcode of Life Data Systems",6596
1609455600000,"Caltech Joint Center for Artificial Photosynthesis High Throughput Experimentation Project",6545
1609455600000,"Plazi.org taxonomic treatments database",6086
1609455600000,DaRUS,6010
1609455600000,"Ð¡Ð°Ð½ÐºÑ-ÐÐµÑÐµÑÐ±ÑÑÐ³ÑÐºÐ¸Ð¹ Ð¿Ð¾Ð»Ð¸ÑÐµÑÐ½Ð¸ÑÐµÑÐºÐ¸Ð¹ ÑÐ½Ð¸Ð²ÐµÑÑÐ¸ÑÐµÑ ÐÐµÑÑÐ° ÐÐµÐ»Ð¸ÐºÐ¾Ð³Ð¾",5809
1609455600000,"My University",5782
1609455600000,"ICRISAT Plant Breeding Program",5166
1609455600000,"Neotoma Paleoecological Database",5008
1609455600000,Zenodo,4629
1609455600000,"Entrepôt de production",4551
1609455600000,"UCLA Dataverse",4425
1609455600000,Root,4160
1609455600000,"Ocean Networks Canada Society",4137
1609455600000,Borealis,4046
1609455600000,DataverseNL,4042
1609455600000,"Texas Student Publications",4017
1609455600000,"Roper Center for Public Opinion Research",3854
1609455600000,"Drexel University",3580
1609455600000,"จุฬาลงกรณ์มหาวิทยาลัย",3547
1609455600000,"Université de Lorraine",3504
1609455600000,"The University of Texas at Austin",3247
1609455600000,"PANGAEA - Data Publisher for Earth & Environmental Science",3116
1609455600000,"Imperial College London",3006
1609455600000,"Редакция журнала Экономика и предпринимательство",2939
1609455600000,"LBNL Materials Project; Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)",2767
1609455600000,"Universitaet Tuebingen",2562
1609455600000,"n.a.",2444
1609455600000,"Freie Universität Berlin",2439
1609455600000,"__other__",246092
1640991600000,"Fundação Oswaldo Cruz",203128
1640991600000,"openforestdata.pl",81567
1640991600000,"NAKALA - https://nakala.fr (Huma-Num - CNRS)",39701
1640991600000,"Harvard Dataverse",39302
1640991600000,"Open Science Framework",28318
1640991600000,"UNSW Sydney",22231
1640991600000,Mendeley,18224
1640991600000,"GEUS Dataverse",17752
1640991600000,"Texas Student Publications",16540
1640991600000,PARADISEC,15491
1640991600000,DataverseNO,12831
1640991600000,"Atlas Of Living Australia",11249
1640991600000,"Architekturmuseum der Technischen Universität Berlin",10677
1640991600000,"International Crop Research Institute for the Semi-Arid Tropics",10668
1640991600000,"DANS Data Station Archaeology",9334
1640991600000,"Universitäts- und Landesbibliothek Sachsen-Anhalt",7994
1640991600000,"Apollo - University of Cambridge Repository",7345
1640991600000,"UMS PatriNat (OFB-CNRS-MNHN), Paris",6495
1640991600000,unkn,5860
1640991600000,"Portail Data INRAE",5332
1640991600000,"Göttingen Research Online / Data",5326
1640991600000,Zenodo,4797
1640991600000,"Dipartimento di scienze Agrarie Alimentari e Ambientali, Università Politecnica delle Marche",4342
1640991600000,"ICRISAT Plant Breeding Program",3775
1640991600000,DaRUS,3445
1640991600000,"Schloss Dagstuhl - Leibniz-Zentrum für Informatik",3203
1640991600000,"My University",3133
1640991600000,"IUPUI University Library",2873
1640991600000,"UCLA Dataverse",2821
1640991600000,"Plazi.org taxonomic treatments database",2727
1640991600000,"Barcode of Life Data Systems",2695
1640991600000,"Universitätsbibliothek Gießen",2493
1640991600000,Niemeyer,2466
1640991600000,"Telkom University Dataverse",2432
1640991600000,"chemotion.net",2209
1640991600000,"Centro Internacional de Mejoramiento de Maíz y Trigo",2099
1640991600000,"Редакция журнала Экономика и предпринимательство",2044
1640991600000,"Schüren",2009
1640991600000,"Recherche Data Gouv",1902
1640991600000,"n.a.",1875
1640991600000,"Universitaet Tuebingen",1857
1640991600000,"UNIMI Dataverse",1606
1640991600000,"Universität des Saarlandes",1354
1640991600000,"จุฬาลงกรณ์มหาวิทยาลัย",1349
1640991600000,"Freie Universität Berlin",1327
1640991600000,"Imperial College London",1321
1640991600000,"Université de Lorraine",1317
1640991600000,"Fachinformationsdienst für internationale und interdisziplinäre Rechtsforschung",1260
1640991600000,"GRO.data",1255
1640991600000,"TU Wien",1206
1640991600000,"__other__",153279
